completed_t2_flag,male,non_binary,single_t1,age_z,tenure_score_t1_z,total_approvals_t1_log_z,anthropomorphism_score_t1_z,intensity_avg_t1_z,companionship_use_t1_z,relational_t1_z,self_disclosure_select_avg_t1_z,chatbot_use_social_primary_flag_t1,well_being_avg_t1_z,intensity_avg_t2_z,companionship_use_t2_z,relational_t2_z,self_disclosure_select_avg_t2_z,well_being_avg_t2_z,time_inperson_z
0,0,0,0,-0.3935768569072121,-1.822673328920161,0.1689417624257904,-0.7471655762935278,-1.1934421217649278,-0.3555829950036889,-1.0080559469640418,-0.0447268142790753,0,-0.9698955688907304,,,,,,
0,0,0,1,0.2582946439015358,-0.4594103968661684,0.9814858923725126,0.4892342033452379,0.3676818696643273,-0.3555829950036889,-1.0080559469640418,0.4098358306073453,0,-0.9698955688907304,,,,,,
1,1,0,1,-0.3935768569072121,0.9038525351878244,1.2306300646165715,-1.9835653559322937,-2.043000037625055,-0.3555829950036889,-1.0080559469640418,-0.0447268142790753,0,0.0353403241170469,-0.7386067067958693,-0.3291126115902937,-0.9875479113951852,0.5005969313585155,-0.0497911469228365,0.4799199734783458
0,0,0,1,0.3514191440170712,-0.4594103968661684,1.5660687297060856,1.1074340931646207,0.0104642406625941,2.809907727435166,0.9911705877184126,0.8643984748119214,1,-0.8442410819820356,,,,,,
1,0,0,1,0.2582946439015358,-1.822673328920161,0.4593567054902832,1.1074340931646207,-0.209382786485744,-0.3555829950036889,-1.0080559469640418,-0.2720081363813634,0,-1.975131461898508,-0.3230049004016554,-0.7591139106621356,-0.9875479113951852,0.5005969313585155,-1.467627691473115,1.088835777978328
0,0,1,1,-0.6729503572538184,0.9038525351878244,0.6347398384218608,-0.7471655762935278,0.1091384920148055,-0.3555829950036889,-1.0080559469640418,-0.2720081363813634,0,-1.346859028862888,,,,,,
0,1,0,0,0.4445436441326066,0.9038525351878244,2.0136887703733053,0.4892342033452379,-0.8720516608300388,-0.3555829950036889,-1.0080559469640418,-0.0447268142790753,0,0.286649297934437,,,,,,
1,0,1,0,0.1651701437860003,0.9038525351878244,1.3789642030896196,-1.9835653559322937,-0.9277307132257082,-0.3555829950036889,-1.0080559469640418,-2.7721026822339105,0,0.7892672440613618,0.3936515079506907,-0.7591139106621356,-0.9875479113951852,-0.7936436625609083,1.249892352720865,1.088835777978328
1,1,0,0,-0.3004523567916767,-0.4594103968661684,0.8918107532218912,-0.7471655762935278,-0.705014503643031,-0.3555829950036889,-1.0080559469640418,-0.7265707812677842,0,-2.8547128687515175,-0.7767681339052441,0.1008886874815482,1.010302471565581,-1.0524917815001018,-2.294699008654832,-1.3468274400216007
1,0,1,0,-0.5798258571382829,-0.4594103968661684,0.934263826583848,-1.3653654661129109,-0.5231829686663815,-0.3555829950036889,-1.0080559469640418,-0.2720081363813634,0,-0.0903141620377204,-1.4171016880388407,-1.1891152097339777,-0.9875479113951852,-1.440763959714756,0.0683618986926597,1.088835777978328
0,0,0,0,1.5620376455190317,0.9038525351878244,1.937381957541279,-0.1289656864741449,1.1401056949870292,-0.3555829950036889,-1.0080559469640418,0.6371171527096334,0,-0.7185865958272676,,,,,,
1,0,0,1,0.8170416445947483,0.9038525351878244,2.307314186049671,1.1074340931646207,-0.2237549164108321,-0.3555829950036889,0.9911705877184126,0.4098358306073453,0,0.286649297934437,1.1696414462877394,1.390892584697074,1.010302471565581,0.6300209906339761,0.3046679892147332,-0.1289958310216364
0,1,0,0,-0.4867013570227475,-0.4594103968661684,0.2199151919432306,-1.3653654661129109,-1.7646047756467091,-0.3555829950036889,-1.0080559469640418,-1.8629773931429137,0,-0.8442410819820356,,,,,,
1,0,1,1,0.537668144248142,0.9038525351878244,1.3622719145503883,0.4892342033452379,0.6708747741706288,-0.3555829950036889,0.9911705877184126,-0.4992894591654961,0,-1.221204541954193,-1.4171016880388407,-1.1891152097339777,-0.9875479113951852,-1.440763959714756,-1.467627691473115,-0.1289958310216364
1,1,0,0,-0.3004523567916767,0.9038525351878244,1.2966191185506075,1.1074340931646207,1.0585515651755228,-0.3555829950036889,-1.0080559469640418,1.3189611196983422,0,-1.598168001926351,0.3197033560965486,1.390892584697074,1.010302471565581,-0.1465233657953324,-1.1131685553355453,0.4799199734783458
0,1,0,0,0.4445436441326066,0.9038525351878244,1.0030072866240165,-0.1289656864741449,0.347407737470949,2.809907727435166,-1.0080559469640418,-0.2720081363813634,1,1.1662307040335194,,,,,,
0,0,0,0,-0.1142033565606058,-0.4594103968661684,0.4368843541330529,-1.3653654661129109,-1.3402051467585572,-0.3555829950036889,-1.0080559469640418,-0.2720081363813634,0,0.286649297934437,,,,,,
0,0,0,0,0.1651701437860003,-1.822673328920161,0.3287534915485317,1.1074340931646207,-0.8247215452724453,-0.3555829950036889,0.9911705877184126,-0.0447268142790753,0,-1.975131461898508,,,,,,
0,0,0,1,0.1651701437860003,0.9038525351878244,0.1751467633358142,-1.3653654661129109,-0.3207408912770826,-0.3555829950036889,0.9911705877184126,1.3189611196983422,0,-1.7238224888350453,,,,,,
1,1,0,0,1.0964151449413546,-0.4594103968661684,1.898726041385029,-1.3653654661129109,-0.253558891390664,-0.3555829950036889,-1.0080559469640418,1.0916797975960542,0,-0.2159686489464154,0.2433805018777988,0.1008886874815482,1.010302471565581,0.7594450502977093,0.3046679892147332,0.4799199734783458
1,0,0,0,-0.7660748573693538,-0.4594103968661684,1.3345481257259555,-0.7471655762935278,-1.3048002265562666,-0.3555829950036889,0.9911705877184126,-0.7265707812677842,0,0.6636127579065945,-0.7767681339052441,-0.7591139106621356,-0.9875479113951852,-1.0524917815001018,1.0135862614898723,-0.1289958310216364
1,1,0,1,-0.5798258571382829,-0.4594103968661684,1.074042580666584,-1.3653654661129109,-1.7089257232510395,-0.3555829950036889,-1.0080559469640418,-0.7265707812677842,0,-0.2159686489464154,0.4936051228006228,-0.7591139106621356,-0.9875479113951852,0.8888691095731699,-0.1679441918294137,-1.955743244521583
1,1,0,0,-0.0210788564450704,-0.4594103968661684,2.0486830385853936,-1.9835653559322937,-1.9873209852293865,-0.3555829950036889,-1.0080559469640418,-2.0902587152452017,0,-0.4672776220098779,-1.4171016880388407,-1.1891152097339777,-0.9875479113951852,-1.440763959714756,0.0683618986926597,-0.1289958310216364
1,1,0,1,0.7239171444792128,-0.4594103968661684,2.0486830385853936,-1.9835653559322937,-1.3402051467585572,-0.3555829950036889,-1.0080559469640418,-2.7721026822339105,0,-0.2159686489464154,-1.4171016880388407,-1.1891152097339777,-0.9875479113951852,-1.440763959714756,0.3046679892147332,-0.7379116355216186
